Date,Impact,classes_-1,classes_1,roberta_neg,roberta_neu,roberta_pos,tweet_volume,+1D ETH,Price Diff ETH,ETH Volume,ETH_close
2020-01-01,4255,6,14,6.70113827276,15.148669303,16.1501926804,13987.0,0,-3.391825698000005,7935230330.4751,130.802008077
2020-01-02,9203,4,21,6.00640366791,15.207750179,20.7858460538,15920.0,1,6.761530105999995,8032709256.07622,127.410182379
2020-01-03,1228,12,15,12.0835488059,21.996593827999998,15.9198564318,19730.0,1,0.8976587829999971,10476845358.0825,134.171712485
2020-01-04,5093,1,14,3.1523486289,13.243627015,12.604023297,16357.0,1,1.2074054390000128,7430904515.09457,135.069371268
2020-01-05,6856,6,11,6.9644037694,14.3967445785,12.6388521,16533.0,1,8.027377002999998,7526675353.24436,136.276776707
2020-01-06,6253,12,25,12.06279730024,25.689405765,26.247796227,16540.0,0,-0.7601553730000035,9093747120.54445,144.30415371
2020-01-07,-819,10,23,10.83623465576,26.637607149,24.526156867,20950.0,0,-2.2858639220000043,9257954671.54302,143.543998337
2020-01-08,6715,3,13,3.9937491844,16.56261309,14.443637468,20820.0,0,-2.278937759000001,9387194956.58904,141.258134415
2020-01-09,11032,7,17,5.9501833264,15.253521831999999,15.796295173,20500.0,1,4.984584562000009,7697325347.90469,138.979196656
2020-01-10,8452,4,20,5.12852961425,16.591095142,21.280375521,18266.0,0,-1.036666724000014,9084816202.76711,143.963781218
2020-01-11,1809,6,14,5.7628416705,17.117656947,14.1195014984,15900.0,1,2.9468166949999954,9332208590.18775,142.927114494
2020-01-12,184,5,10,5.6928837494,14.43934681,10.8677686787,14383.0,0,-1.6473400479999896,8528167453.24902,145.873931189
2020-01-13,3258,13,20,12.65231972856,25.488950864,20.8587304964,15305.0,1,21.728767470000008,8378529469.79702,144.226591141
2020-01-14,14109,11,26,10.50111407402,33.1409583725,29.357928041,20772.0,1,0.2753264909999871,16712318373.0187,165.955358611
2020-01-15,5606,11,29,11.15225163415,31.936037266,30.9117113744,18142.0,0,-1.8396741139999904,15173694057.1567,166.230685102
2020-01-16,4825,12,19,11.231531703129999,21.15264695,21.615820951299998,18513.0,1,6.388946971999985,13735193017.9104,164.391010988
2020-01-17,17830,6,18,8.0774964376,20.634010792999998,17.2884932725,17272.0,1,4.585713510000005,14997091825.8827,170.77995796
2020-01-18,3312,8,15,6.93385269851,20.980946291,16.0852007205,17651.0,0,-8.395829494999987,14929342255.5251,175.36567147
2020-01-19,1121,11,10,9.38250782165,14.507142105,11.1103500241,20557.0,1,0.1506673599999999,13713374132.1754,166.969841975
2020-01-20,4754,5,9,8.2174999582,18.514522325,12.2679774938,18586.0,1,2.576654574999992,11144529787.0924,167.120509335
2020-01-21,7077,6,25,5.86086764457,24.316409329,24.822722542,19285.0,0,-1.4030022009999925,9789369362.47085,169.69716391
2020-01-22,11223,8,29,7.795152626199999,23.231699272,26.9731492645,19401.0,0,-5.365603281000006,9209827927.92133,168.294161709
2020-01-23,9483,8,17,8.20641773377,18.838758484,17.954823899,18546.0,1,0.1226244329999985,10396868698.0135,162.928558428
2020-01-24,17117,7,19,7.1633972323,14.7206850245,17.1159180632,16643.0,0,-1.7672465079999995,10657671161.8162,163.051182861
2020-01-25,11608,9,18,8.11420067345,13.213981265,16.6718181408,13919.0,1,6.7931641360000015,8256956801.64332,161.283936353
2020-01-26,7900,5,11,5.2978331905000005,9.916383584,9.7857836977,14485.0,1,2.853789943999999,9261861589.61793,168.077100489
2020-01-27,3497,12,19,8.92116701319,18.943912427,19.134920717,18223.0,1,5.4394301080000105,11004476145.2172,170.930890433
2020-01-28,3791,15,25,14.57584125858,23.418783201,25.0053750957,20422.0,0,-1.3199826120000182,11772875063.6629,176.370320541
2020-01-29,11453,11,19,10.73473611835,17.942215241,19.3230484304,22062.0,1,9.640138507000016,10725267310.6002,175.050337929
2020-01-30,20234,2,21,4.4809872112499995,17.183494357,20.335517897,18452.0,0,-4.530301197,12604789338.0387,184.690476436
2020-01-31,8307,6,20,6.8102312637,13.803422752,17.3863458924,17685.0,1,3.513771881999986,11728616393.8933,180.160175239
2020-02-01,-4669,9,19,8.8201042294,16.835784487999998,18.3441103428,15818.0,1,4.943591047000012,11569697182.4858,183.673947121
2020-02-02,8709,8,23,9.9359880255,30.038466224,22.0255449175,75543.0,1,1.247525066999998,14054425388.9062,188.617538168
2020-02-03,12728,10,36,10.70032790035,24.874356588,33.4253145774,32917.0,0,-0.6144608419999997,12392875241.4011,189.865063235
2020-02-04,2700,11,20,11.3237301293,26.049127461,22.627140849,28537.0,1,14.979642305,11714191695.0612,189.250602393
2020-02-05,9784,8,22,10.71884193565,29.849794512,21.431363562999998,34975.0,1,8.108835046999985,14865434434.9265,204.230244698
2020-02-06,18566,7,38,9.64653685029,31.82119184,40.532271102,30260.0,1,10.386986545000012,16425589682.5221,212.339079745
2020-02-07,3977,16,28,13.47079199018,27.5090564815,29.020150933,25577.0,1,0.420455454000006,16673443564.2959,222.72606629
2020-02-08,11327,11,25,10.29082542785,23.778255955,24.9309179208,22495.0,1,5.432048246999983,16741203125.0677,223.146521744
2020-02-09,4391,18,21,16.715200435,26.030050834,21.2547484613,38674.0,0,-5.0558703609999895,15031356241.4966,228.578569991
2020-02-10,6474,11,17,10.47166878425,19.154492669,17.3738380976,27170.0,1,12.328499870999991,16210008511.4996,223.52269963
2020-02-11,6369,13,27,13.69969899097,32.650238897,26.6500618711,28117.0,1,29.55492660499999,16964695963.4936,235.851199501
2020-02-12,16868,14,42,15.8982746419,38.4632558625,42.6384689117,28341.0,1,2.693129938000027,24545049385.8684,265.406126106
2020-02-13,15727,13,35,16.54593593344,39.4769027695,33.9771597752,26869.0,1,16.118253564999975,25801317504.3066,268.099256044
2020-02-14,19250,11,47,11.15237737891,31.9933022825,45.854318491,25754.0,0,-19.488924344,23558253462.7508,284.217509609
2020-02-15,-570,9,23,8.79807137733,19.5182273016,23.683700922699998,23918.0,0,-4.833881772999973,23682452994.3183,264.728585265
2020-02-16,2430,10,19,9.528671943500001,18.37774262,18.093584949,23996.0,1,6.46874281099997,25152366643.3689,259.894703492
2020-02-17,14546,12,29,11.69677153194,24.5458091377,27.7574196546,25279.0,1,15.58113283099999,26024080088.8484,266.363446303
2020-02-18,25236,16,36,16.47384719216,38.106723253,37.4194285402,29623.0,0,-22.18061639499996,26511477187.1359,281.944579134
2020-02-19,15470,8,27,8.9156223906,27.262432239,27.821944285,31627.0,0,-1.8145077150000477,22679414412.7183,259.763962739
2020-02-20,3312,16,23,16.761686826800002,35.554873087,26.6834399392,26789.0,1,7.651157500000011,23229828870.1201,257.949455024
2020-02-21,3010,6,20,6.41434821577,24.277289809,21.308361329,23685.0,0,-3.268891549999978,20867593292.2429,265.600612524
2020-02-22,8565,10,25,11.14999242613,20.346559102,26.5034476238,24088.0,1,11.422435071999985,16906032861.6085,262.331720974
2020-02-23,4088,3,13,4.1125757246,12.008351167,11.879072394,25803.0,0,-8.537738709999985,19585998813.8732,273.754156046
2020-02-24,-1998,14,16,14.70669320737,29.428238266,20.8650681198,28829.0,0,-17.39882505700001,22400845640.3032,265.216417336
2020-02-25,15418,12,35,11.9240455369,28.031016643,35.044938065000004,27251.0,0,-22.137326764999983,21878882134.0529,247.817592279
2020-02-26,10230,6,24,5.68468372227,16.051997762,21.263318227,27388.0,1,1.0731297619999791,26235617201.076,225.680265514
2020-02-27,2056,12,25,9.5966532511,20.178828695,23.2245182162,25882.0,1,0.0071062030000064,25645522789.772,226.753395276
2020-02-28,6574,9,17,9.3894978794,16.929822417,17.6806784093,25289.0,0,-6.911988928999989,22563530559.1046,226.760501479
2020-02-29,2800,6,9,6.2231941673,14.2740710206,10.5027339093,22884.0,0,-0.8779126230000145,18181296376.3477,219.84851255
2020-03-01,2756,5,12,5.1646234971,9.436722384,12.3986536765,22847.0,1,11.599181898000012,18179807469.1001,218.970599927
2020-03-02,7682,18,21,16.0060368115,32.334561339,22.6594013944,25876.0,0,-6.090159493000016,20305587789.0636,230.569781825
2020-03-03,11050,2,17,3.8757226555999997,15.467527671000001,14.6567495505,25782.0,1,0.0383540349999975,19853178572.3478,224.479622332
2020-03-04,56609,9,68,13.72820172725,47.773097326,64.498700708,27221.0,1,4.750212493000021,16567075208.0566,224.517976367
2020-03-05,17896,9,35,9.4632288135,31.236411448,35.3003597,26232.0,1,14.257110880999988,18201291785.2961,229.26818886
2020-03-06,4165,8,21,6.493405002489999,18.855280116,21.651314148,22285.0,0,-5.6722047080000095,19374772256.2312,243.525299741
2020-03-07,2101,8,16,8.12107781775,15.494747248,15.384175049,19205.0,0,-37.16404277699999,19431652027.37,237.853095033
2020-03-08,4098,9,17,8.3413918339,11.900232441,16.7583750886,19627.0,1,1.297274855000012,21381823651.3696,200.689052256
2020-03-09,-5804,11,24,12.3336403058,25.894026325,23.772331847,31167.0,0,-1.2190796840000075,23645428606.1061,201.986327111
2020-03-10,9315,7,20,6.5717189213400005,17.341419043,21.086861156,24544.0,0,-5.89871895600001,18344930072.1938,200.767247427
2020-03-11,10643,3,17,4.01875349135,19.465525461,17.515722023,23550.0,0,-82.52140471199999,16984790291.2585,194.868528471
2020-03-12,-9437,28,23,27.5333953679,26.367830266,22.098774533,44735.0,1,20.85468348000001,22134741654.7299,112.347123759
2020-03-13,-3240,18,17,17.91163072874,22.945202639,19.1431666,43020.0,0,-9.895782646,27864623060.6624,133.201807239
2020-03-14,4308,9,9,8.930119765,13.324445627,9.745434498,22922.0,1,1.908279719999996,12740784545.4522,123.306024593
2020-03-15,1816,7,12,5.5049508538,11.328280804,13.166768566,22102.0,0,-14.608428301000004,12719251812.5511,125.214304313
2020-03-16,440,8,9,8.78005188165,11.9993604436,10.220587548,27432.0,1,3.3368742159999982,15984904589.6297,110.605876012
2020-03-17,6760,9,21,9.35363619114,22.030548539,21.615814772,26159.0,1,0.8995228110000113,12087490572.2852,113.942750228
2020-03-18,8647,7,14,7.43048286346,12.064877062,13.5046402143,26644.0,1,21.751584932,11617854008.6765,114.842273039
2020-03-19,5280,7,19,6.4237875847,16.277621001,19.298591341,29033.0,0,-3.856687902999994,16396753275.29,136.593857971
2020-03-20,8804,9,12,10.058252697,17.688890492,12.252857171,28150.0,1,0.0815377809999802,18960388062.1676,132.737170068
2020-03-21,4887,5,8,4.7015135977,11.33752141,7.9609650705999995,25403.0,0,-9.497560103999987,13684083307.7535,132.818707849
2020-03-22,2692,10,7,7.42584709825,11.579769889,7.9943823940000005,27844.0,1,11.590464264000005,12497707223.5765,123.321147745
2020-03-23,5048,3,12,4.0268451266,11.8952198486,12.077934878,28657.0,1,3.849833004000004,14149877968.1487,134.911612009
2020-03-24,13069,13,18,11.57723093256,22.140080656000002,18.28268767,31076.0,0,-2.565552105000023,14609068673.4853,138.761445013
2020-03-25,3126,4,12,4.106357029,9.455464838,10.4381777613,26878.0,1,2.1656644310000104,13433092919.8647,136.195892908
2020-03-26,8324,3,15,4.17792752095,17.0803169,14.741756148,24772.0,0,-4.423617146999987,11367261176.0051,138.361557339
2020-03-27,-320,7,7,7.51170362761,13.717990916,7.7703043240000005,24128.0,0,-2.951445308000018,11396286629.2955,133.937940192
2020-03-28,4365,2,12,3.1107241846,11.291102087999999,12.598173876,20983.0,0,-5.402764442999995,12162403960.3873,130.986494884
2020-03-29,6698,2,13,2.07472002565,6.3775647630000005,11.5477148376,22187.0,1,7.32080762199999,9938133668.53392,125.583730441
2020-03-30,10129,3,16,3.2270862108,13.0642583335,16.708654735,24425.0,1,0.6890269940000167,11841123306.4222,132.904538063
2020-03-31,13279,9,17,7.4459728774,18.9183557605,16.635671646,24944.0,1,2.0409872790000065,11065246316.9778,133.593565057
2020-04-01,8478,4,25,4.94920808093,15.023497263,24.0272949955,27700.0,1,6.394595294999988,12456564434.6682,135.634552336
2020-04-02,53065,4,20,4.9591748329,14.527668713,19.513155365,29947.0,1,0.0621622429999888,15322861686.0569,142.029147631
2020-04-03,-906,10,14,8.812660922300001,16.704367414,14.482970881,33185.0,1,3.1280747480000173,13184603401.9239,142.091309874
2020-04-04,8716,3,12,2.7265449798000003,9.529227021,12.7442271325,28502.0,0,-1.6727359120000074,11946658256.7012,145.219384622
2020-04-05,-10720,19,19,18.138089978500002,26.841113007,19.0207976448,25533.0,1,25.589235884999997,11280993590.8495,143.54664871
2020-04-06,10970,4,18,4.86854915956,19.606906206,16.5245446735,32118.0,0,-4.033942069999995,21636382525.0974,169.135884595
2020-04-07,8462,4,14,4.9941803619,20.378997608,16.6268219476,32171.0,1,7.5397912640000015,21659346091.3178,165.101942525
2020-04-08,966,11,9,9.7182949184,24.558942605,12.7227618824,30033.0,0,-1.834586303000009,17063110836.1549,172.641733789
2020-04-09,-2129,12,18,9.66050166993,16.312725464,17.0267733915,29133.0,0,-12.394698877999986,14901696210.1146,170.807147486
2020-04-10,8618,6,16,6.8359326036,18.990678051,16.1733893034,28128.0,0,-0.1964249290000168,17980944615.7097,158.412448608
2020-04-11,1796,3,11,3.7498706934,12.785194812,11.4649344747,22432.0,1,2.926396466,13555089447.1146,158.216023679
2020-04-12,7408,2,8,2.7469970776999997,9.872379827,8.3806232793,23749.0,0,-4.862871050999985,15123721385.9445,161.142420145
2020-04-13,4549,2,10,2.8154403638,10.390405025,9.79415494,26814.0,1,1.3168465869999864,16465282132.7883,156.279549094
2020-04-14,16268,8,17,7.25451792534,18.465769384,18.279711883,31671.0,0,-4.309502775999988,14723156630.0595,157.596395681
2020-04-15,8581,10,21,8.8449310382,14.901382584,19.2536871256,28889.0,1,18.870489916,14171753736.5254,153.286892905
2020-04-16,18709,3,35,3.90625143094,21.0915151435,31.002232349,30583.0,0,-0.5188001139999869,22910469235.6043,172.157382821
2020-04-17,9370,9,20,8.57465048,19.590519876,19.8348287946,28790.0,1,15.27542313699999,16714684265.8828,171.638582707
2020-04-18,5379,8,22,8.9025342669,22.8941239043,21.203341265,25279.0,0,-5.299046701999998,20160323442.9954,186.914005844
2020-04-19,-2525,8,10,7.9431830226,13.637761856,11.419054404,25819.0,0,-9.317801567000004,19146038381.4492,181.614959142
2020-04-20,-4651,10,15,9.9899519067,20.858908325999998,16.151140232,34822.0,1,0.4405429560000016,21266681335.1588,172.297157575
2020-04-21,-8136,8,17,7.12481755056,12.670399045,17.204782975,32492.0,1,9.861874269999989,16458767984.0892,172.737700531
2020-04-22,1200,8,11,6.0469455187,17.919871517,14.03318312,30981.0,1,2.429096032000018,17994666394.6491,182.599574801
2020-04-23,14669,12,29,11.2926285814,17.564979597,29.142390933,35498.0,1,4.20827104,21275740032.2271,185.028670833
2020-04-24,5305,4,16,3.9427551781,11.251949181,16.8052953564,32567.0,1,6.278358808000007,16788555028.0547,189.236941873
2020-04-25,-404,8,7,8.2715450566,19.554608045,9.1738477193,33355.0,1,1.8022295029999784,18260969748.1499,195.515300681
2020-04-26,-70,8,15,8.22466754385,14.203518439,13.571813309,33495.0,0,-0.092808983999987,18335367011.6376,197.317530184
2020-04-27,7999,7,19,7.9630237082,18.873500916,16.1634750677,39379.0,1,1.1906617939999933,18670194594.8337,197.2247212
2020-04-28,18060,9,19,8.228055800069999,23.509999691,22.261944095,41546.0,1,18.552840860999996,18217507467.0215,198.415382994
2020-04-29,4309,7,19,9.10560177729,22.827421149,22.0669772567,48269.0,0,-9.366167959999984,26397548759.2642,216.968223855
2020-04-30,9981,6,23,6.9357344026900005,20.4913039915,23.572961582999998,50532.0,1,6.617050487,28089191903.9978,207.602055895
2020-05-01,3262,9,16,8.88904051535,18.320531554,17.790427844,40443.0,1,1.1062778379999827,20816320833.5286,214.219106382
2020-05-02,10160,2,13,2.2952372405,8.97346866,11.73129385,42783.0,0,-4.392227289999994,18260876092.1731,215.32538422
2020-05-03,1880,4,7,4.0574295088,9.110811742,6.8317590956,43879.0,0,-2.759145988,20469034664.1327,210.93315693
2020-05-04,16469,7,27,9.48817067095,25.442268347,29.0695614386,43373.0,0,-1.3996064110000077,22602446421.767,208.174010942
2020-05-05,6578,10,24,9.50271771237,21.220868286,23.276413579,50889.0,0,-2.718622277999998,19004689099.1832,206.774404531
2020-05-06,-79060,12,22,12.7186489016,23.9584100727,24.3229404485,55866.0,1,8.233623534000003,20343543799.0392,204.055782253
2020-05-07,8018,4,19,6.9022754868,18.438473423,17.6592510567,59654.0,1,0.7021740190000116,23594744655.394,212.289405787
2020-05-08,8386,5,14,6.0037330106,16.831855475,16.164412186,53749.0,0,-1.3914562399999966,20445139356.3264,212.991579806
2020-05-09,11243,2,19,4.6481442605,13.173877595,17.177978139,42273.0,0,-23.00055313000001,18950547549.2131,211.600123566
2020-05-10,2267,6,14,7.2911389944,14.807263401,12.901598454,41923.0,0,-2.68673348599998,25211575192.6674,188.599570436
2020-05-11,10188,10,29,10.27489314395,26.781279346999998,27.9438264809,82838.0,1,3.399665318999979,20054601646.7873,185.91283695
2020-05-12,-7393,5,24,6.0988960969,24.40912315,25.4919799236,60453.0,1,9.880781159000009,15899726283.7581,189.312502269
2020-05-13,18545,11,32,12.2421029512,34.520450225,32.237447115,46507.0,1,3.755817344000008,17054662288.5919,199.193283428
2020-05-14,27204,7,33,8.11773626829,25.69576172,32.1865014614,48588.0,0,-7.326442431000004,20150524860.6463,202.949100772
2020-05-15,7370,7,32,9.58327336176,27.2269590764,31.1897679445,38102.0,1,5.054460255000009,16602342092.1298,195.622658341
2020-05-16,8905,10,25,8.61172817196,19.869285559,23.5189855886,40293.0,1,6.481575736999986,15379081644.7062,200.677118596
2020-05-17,4925,9,15,9.3485174872,18.827550141,15.823931632,33797.0,1,7.366360874999998,15470397302.6915,207.158694333
2020-05-18,-15430,13,23,12.86951813836,26.020895309,24.1095860013,38987.0,0,-1.073944296999997,17411566927.5013,214.525055208
2020-05-19,15591,7,23,6.27748818308,29.012532643,26.70997848,31927.0,0,-3.3543753179999958,14346192778.7086,213.451110911
2020-05-20,14167,9,32,10.2709599417,29.433934712,31.295105232,33468.0,0,-10.213130041,12730175510.5633,210.096735593
2020-05-21,14025,8,32,8.15993885381,25.107527357,27.7325332585,36198.0,1,7.285589071999993,13308321228.8459,199.883605552
2020-05-22,12572,8,23,7.977161601040001,23.470712799,24.552126195,46283.0,1,1.525208219999996,12041592113.5988,207.169194624
2020-05-23,13661,9,21,9.9214705183,23.135550199,18.9429789222,27771.0,0,-6.324051875000009,10665476767.6428,208.694402844
2020-05-24,1007,9,14,9.6009328574,16.506468655,14.892597547,30235.0,1,2.949399127000021,11833299571.9749,202.370350969
2020-05-25,24907,11,27,9.8129958068,23.592240861,25.5947638505,34450.0,0,-3.4174400980000144,10415044123.5561,205.319750096
2020-05-26,16175,7,24,9.05137165744,21.329208434,23.6194197882,30190.0,1,6.96111936600002,10159741290.3502,201.902309998
2020-05-27,701,9,15,8.18245160987,15.2570656768,18.560482371,34046.0,1,10.977001959999996,10631034756.4509,208.863429364
2020-05-28,48267,5,35,6.32182252822,24.982590587,35.6955866353,38537.0,1,0.8346929509999939,12212469603.9905,219.840431324
2020-05-29,12219,9,28,7.91650350487,22.632797266,27.4506977929,34052.0,1,21.670465914000005,12265816557.4289,220.675124275
2020-05-30,13453,8,23,8.2825452617,15.363287094,21.3541681965,29372.0,0,-11.369889333000003,15027397866.509,242.345590189
2020-05-31,1925,11,10,10.3751840285,15.210732894,11.4140832447,28806.0,1,16.016059471000005,12234904813.3392,230.975700856
2020-06-01,15822,9,33,10.46447270313,27.6922905415,31.8432369596,34801.0,0,-9.772698794000007,13951727936.4523,246.991760327
2020-06-02,7932,11,27,11.3259539714,31.0277216219,26.6463240395,48257.0,1,6.960262513999993,13782107566.7125,237.219061533
2020-06-03,18589,3,21,2.99577112393,18.339259799,21.664969094,32772.0,1,0.2470635280000124,9861760817.12703,244.179324047
2020-06-04,40268,8,36,8.09923242424,30.21584648,34.6849203,33808.0,0,-3.2043958170000053,10170414303.5273,244.426387575
2020-06-05,-4036,8,17,9.2706343368,27.291370874000002,19.4379946698,31415.0,1,0.7093283629999974,9293963913.72746,241.221991758
2020-06-06,7411,5,22,6.5554774966,18.652339879,20.7921824322,26066.0,1,3.2359390230000145,8114873844.8001,241.931320121
2020-06-07,3648,2,12,3.8237901375,14.527752221,11.6484574,26035.0,1,1.1426394149999908,9544883157.42203,245.167259144
2020-06-08,9160,13,36,14.41405598193,33.882146108,35.7037969352,30802.0,0,-1.3984447340000088,8076783298.94849,246.309898559
2020-06-09,14609,5,28,5.38575878807,21.428515026,25.1857260694,33586.0,1,2.5334899070000176,8446545787.72598,244.911453825
2020-06-10,19750,3,44,4.96313956366,32.5502951,42.486563648,35740.0,0,-15.742274311000015,8792990205.54989,247.444943732
2020-06-11,6323,15,22,13.84023559758,25.9841961905,24.1755679229,34444.0,1,5.790540863000018,12356528860.4776,231.702669421
2020-06-12,12759,8,26,7.4211386419,21.364325954,22.214534559,34530.0,1,1.4156325129999914,8868955009.12327,237.493210284
2020-06-13,3839,11,12,10.342868035,17.806015347,13.851116818,30524.0,0,-4.794147584000001,7141624979.75205,238.908842797
2020-06-14,2500,7,15,8.6345885486,22.325796611,15.0396144431,24592.0,0,-4.185793453999992,7439385176.17291,234.114695213
2020-06-15,21027,8,31,7.39179787176,15.878682724,26.7295195556,28560.0,1,4.48727234499998,10536099884.1166,229.928901759
2020-06-16,14315,9,31,10.04383092329,29.868608161,32.0875605029,28992.0,0,-1.3878946209999867,7965648016.42445,234.416174104
2020-06-17,13443,3,33,6.36502175643,28.94275267,32.692225459,23559.0,0,-0.9271168500000044,7701391591.86815,233.028279483
2020-06-18,61909,7,38,8.860777977049999,31.74587419,39.3933467712,23904.0,0,-4.962872847999989,6713800871.61371,232.101162633
2020-06-19,17322,11,25,12.92670002492,31.12696009,25.9463405078,29522.0,1,2.1359670069999765,6946372589.52751,227.138289785
2020-06-20,3025,7,15,7.31222854614,16.727618927,14.9601530944,26154.0,0,-0.2844362879999949,6252830565.7274,229.274256792
2020-06-21,18118,12,21,12.3201718098,23.380554187999998,22.2992748407,26333.0,1,13.543372636000017,5600408177.54414,228.989820504
2020-06-22,3072,10,49,9.90155215005,42.452586574,50.645861998,33399.0,1,1.608951165999997,9079586552.41625,242.53319314
2020-06-23,14664,5,32,6.7385391545,29.5789637174,33.6824969813,34373.0,0,-8.369682215000012,6624530348.23615,244.142144306
2020-06-24,27297,13,24,14.1897942048,35.628823316,28.1813823296,32446.0,0,-2.827975396,8815030024.6531,235.772462091
2020-06-25,27926,8,31,10.4591679461,28.856865062,30.683966337,31154.0,0,-3.2764474450000023,7010426122.49538,232.944486695
2020-06-26,8069,8,26,9.67362899265,29.769561111999998,27.5568100835,30758.0,0,-6.708253310999993,7187490225.5069,229.66803925
2020-06-27,1808,12,14,10.723151422799999,9.3951468505,12.881701059000001,28444.0,1,2.387382494999997,6918380954.96753,222.959785939
2020-06-28,11964,8,17,7.41425851,14.535083763,16.0506582665,28965.0,1,2.8476982669999984,6205925718.18911,225.347168434
2020-06-29,32060,9,71,8.25445876737,18.193645484,66.55189083490001,32380.0,0,-1.879869342999996,6726164653.25879,228.194866701
2020-06-30,16413,14,82,15.62984659598,38.5671611963,84.8029888865,28895.0,1,4.798424353999991,6094093001.38843,226.314997358
2020-07-01,18809,10,29,8.98913672455,32.686604981,31.3242566984,26910.0,0,-1.7212201299999776,6463737442.7548,231.113421712
2020-07-02,-3896,14,27,14.343532155,26.6738423836,27.9826257497,26683.0,0,-4.005138323000011,6212210566.42201,229.392201582
2020-07-03,16315,16,31,13.40563828592,27.100348009,31.4940137935,25726.0,1,3.687049034000012,5109032700.30978,225.387063259
2020-07-04,5370,3,13,4.32146220803,14.384968114,14.293569664,24368.0,0,-1.409513584000024,5228310135.25311,229.074112293
2020-07-05,10632,10,22,9.47347033772,21.8002392285,20.7262905673,20039.0,1,13.84562641300002,5292172428.83374,227.664598709
2020-07-06,21914,10,46,11.26814708481,37.858929197,41.872922956000004,27694.0,0,-2.4346967930000005,8782917552.8496,241.510225122
2020-07-07,15316,11,33,13.47688641134,36.097418605,35.4256957635,22547.0,1,7.594487028999993,6441497597.21395,239.075528329
2020-07-08,35475,6,48,12.06335924213,47.8652554315,49.0713841275,22723.0,0,-3.654047528999996,9892586411.24723,246.670015358
2020-07-09,23322,11,34,10.6973963212,32.094152521,35.2084511986,24645.0,0,-2.0309826220000105,8429099198.82344,243.015967829
2020-07-10,19489,9,27,10.5448637134,28.506924939,30.948210607,24965.0,0,-1.5268082769999864,7281370521.9948,240.984985207
2020-07-11,15653,2,24,4.9740690518,21.043934893,22.9819953657,22288.0,1,2.6735183049999875,5643067315.96068,239.45817693
2020-07-12,29136,12,19,10.73700955233,17.358166883,20.9048231392,19664.0,0,-2.527110394999994,6596394717.63645,242.131695235
2020-07-13,15713,6,29,7.47047896606,28.620856557,31.908664566,25309.0,1,0.6069093369999905,7787751467.56729,239.60458484
2020-07-14,23295,12,46,11.22212123432,35.669838406,45.10803886,35940.0,0,-1.787967229000003,7357458554.75763,240.211494177
2020-07-15,-125028,79,45,61.67489262332,64.583716791,47.7413907322,54174.0,0,-4.782643934999982,6189328448.08304,238.423526948
2020-07-16,13685,26,39,23.3193881711,40.511851098,37.168759896,56131.0,0,-0.8677974000000006,5832057567.02746,233.640883013
2020-07-17,5000,18,29,22.05260414261,38.888075134,32.0593207123,24865.0,1,2.710719605999998,5859850528.65314,232.773085613
2020-07-18,6870,3,16,4.66203867675,17.410846534,17.927114345299998,24865.0,1,3.0037184960000047,5397402116.73989,235.483805219
